Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar] (CTD, SEA-BIRD SBE 911plus)	Temp [°C] (CTD, SEA-BIRD SBE 911plus)	Sal (CTD, SEA-BIRD SBE 911plus)	OXYGEN [µmol/kg] (CTD, SEA-BIRD SBE 911plus)	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	PON [µmol/kg] (Measured)	DON [µmol/kg]	POC [µmol/kg] (Measured)	[NH4]+ [µmol/kg]	PHSPHT [µmol/kg]	POP [µmol/kg]	DOP [µmol/kg]	SILCAT [µmol/kg]	bSiO2 [µmol/kg]	CHLORA [µg/kg]
M77/3-CTD63	2009-01-13T13:40	-16.000000	-75.550000	889.5	202403	899.3	4.732	34.521	47.9			49.02	0.04					0.15	3.27			67.43		
M77/3-CTD63	2009-01-13T13:40	-16.000000	-75.550000	988.4	202402	999.5	4.385	34.533	54.6	34.534	54.8	48.15	0.04					0.09	3.23			75.77		
M77/3-CTD63	2009-01-13T13:40	-16.000000	-75.550000	1186.1	202401	1200.0	3.610	34.565	70.0			46.23	0.12					0.06	3.06			89.67		
M77/3-CTD63	2009-01-13T13:40	-16.000000	-75.550000	1778.4	202400	1801.6	2.519	34.629	93.5	34.628	95.4	43.20	0.08					0.13	2.77			109.82		
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1.6	64023	1.6	22.647	35.040	214.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1.9	64024	1.9	22.652	35.041	214.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	100.5	64021	101.4	12.810	34.635	61.0															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	100.6	64022	101.5	12.804	34.636	56.4															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	199.1	64020	201.0	11.463	34.786	2.2															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	199.3	64019	201.2	11.477	34.784	2.2															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	297.6	64018	300.5	10.006	34.714	2.5															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	297.7	64017	300.6	9.999	34.713	2.5															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	396.7	64016	400.6	8.429	34.616	8.3															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	396.9	64015	400.8	8.469	34.621	8.1															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	495.7	64014	500.7	7.330	34.567	16.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	495.9	64013	500.9	7.327	34.567	16.4															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	693.5	64011	700.8	5.569	34.500	41.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	693.7	64012	701.0	5.570	34.499	41.5															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	891.5	64010	901.3	4.718	34.523	48.1															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	891.5	64009	901.3	4.714	34.522	48.1															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1087.2	64007	1099.7	3.902	34.551	64.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1087.5	64008	1100.0	3.902	34.552	64.5															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1285.4	64006	1300.7	3.385	34.579	72.5															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1285.4	64005	1300.7	3.383	34.580	72.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1482.1	64003	1500.4	2.995	34.600	80.8															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1482.5	64004	1500.8	3.002	34.600	80.6															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1779.4	64002	1802.6	2.514	34.629	93.7															
M77/3-CTD64	2009-01-13T15:53	-16.000000	-75.550000	1779.7	64001	1802.9	2.513	34.629	93.8															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.7	65023	10.8	22.594	35.048	214.9															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.8	65022	10.9	22.596	35.049	215.9															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.8	65018	10.9	22.604	35.048	215.4															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.9	65024	11.0	22.588	35.048	215.3															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.9	65020	11.0	22.599	35.048	215.9															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	10.9	65021	11.0	22.596	35.048	215.7															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	11.1	65019	11.2	22.599	35.048	215.7															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.6	65012	56.1	17.083	35.030	214.4															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.6	65013	56.1	17.084	35.030	214.5															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.7	65014	56.2	17.085	35.030	214.6															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.7	65011	56.2	17.082	35.030	214.3															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.7	65017	56.2	17.084	35.030	214.6															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.8	65016	56.3	17.085	35.030	214.4															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	55.8	65015	56.3	17.084	35.030	214.5															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	499.8	202432	504.8	7.543	34.574	15.9			44.64	0.03					0.12	3.37			37.54		
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	499.8	202433	504.9	7.546	34.574	16.0															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	999.7	202430	1011.0	4.358	34.534	53.8			46.37	0.02					0.00	3.51			68.47		
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	1000.0	202431	1011.3	4.355	34.534	53.8															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	3489.4	202428	3548.8	1.789	34.689	124.4			38.23	0.07					0.17	2.90			134.49		
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	3489.5	202429	3548.9	1.789	34.689	124.3															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	4484.5	202427	4571.3	1.751	34.699	141.5															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	4484.6	202426	4571.4	1.751	34.699	141.9			36.14	0.05					0.15	2.73			121.29		
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	5479.0	202425	5597.8	1.842	34.702	142.8															
M77/3-CTD65	2009-01-13T19:04	-16.000000	-75.550000	5479.9	202424	5598.7	1.842	34.702	142.0			35.82	0.05					0.13	2.70			126.50		
M77/3-CTD66	2009-01-13T22:02	-15.999500	-75.548300	2.5	66011	2.5	22.638	35.040	215.5															
